Project,query,corpus,score,rank,c_is_gt,BB,RS,SF,CF
Slide,1881,Slide:1388,0.082717,31,0,0.025213,0.222937,0.0,
Slide,1881,Slide:799,0.084301,32,0,0.036671,0.216233,0.0,
Slide,1881,Slide:1084,0.08451,33,0,0.10422,0.149309,0.0,
Slide,1881,Slide:1089,0.085528,34,0,0.047068,0.209517,0.0,
Slide,1881,Slide:1386,0.086632,35,0,0.051844,0.208053,0.0,
Slide,1881,Slide:144,0.088863,36,0,0.075742,0.190846,0.0,
Slide,1881,Slide:1577,0.090254,37,0,0.066373,0.204388,0.0,
Slide,1881,Slide:1057,0.090484,38,0,0.029717,0.241734,0.0,
Slide,1881,Slide:421,0.091241,39,0,0.044267,0.229455,0.0,
Slide,1881,Slide:1306,0.091706,40,0,0.090175,0.184943,0.0,
Slide,1881,Slide:1128,0.091718,41,0,0.050646,0.224508,0.0,
Slide,1881,Slide:1347,0.091786,42,0,0.034573,0.240784,0.0,
Slide,1881,Slide:1105,0.093366,43,0,0.086311,0.193786,0.0,
Slide,1881,Slide:1812,0.095169,44,1,0.01012,0.275388,0.0,
Slide,1881,Slide:1783,0.095674,45,0,0.045544,0.241479,0.0,
Slide,1881,Slide:625,0.096346,46,0,0.084651,0.204388,0.0,
Slide,1881,Slide:1303,0.097195,47,0,0.109701,0.181885,0.0,
Slide,1881,Slide:1500,0.099041,48,0,0.07416,0.194544,0.028419,
Slide,1881,Slide:1339,0.100106,49,0,0.062371,0.237948,0.0,
Slide,1881,Slide:866,0.101941,50,0,0.063793,0.242029,0.0,
Slide,1881,Slide:636,0.102075,51,0,0.047522,0.187655,0.071048,
Slide,1881,Slide:1152,0.102153,52,0,0.077896,0.228564,0.0,
Slide,1881,Slide:918,0.103339,53,0,0.11623,0.193786,0.0,
Slide,1881,Slide:1016,0.103561,54,0,0.061172,0.166028,0.083481,
Slide,1881,Slide:1336,0.104337,55,0,0.099962,0.21305,0.0,
Slide,1881,Slide:1642,0.106151,56,0,0.124668,0.193786,0.0,
Slide,1881,Slide:758,0.106159,57,0,0.061231,0.257245,0.0,
Slide,1881,Slide:611,0.106302,58,0,0.071218,0.247689,0.0,
Slide,1881,Slide:1474,0.111164,59,0,0.114895,0.204388,0.01421,
Slide,1881,Slide:1242,0.113932,60,0,0.03333,0.308467,0.0,
Slide,1881,Slide:501,0.115242,61,0,0.073381,0.272344,0.0,
Slide,1881,Slide:1618,0.115651,62,0,0.090064,0.256888,0.0,
Slide,1881,Slide:983,0.115672,63,0,0.034995,0.312022,0.0,
Slide,1881,Slide:1098,0.116571,64,0,0.100369,0.249342,0.0,
Slide,1881,Slide:1051,0.116705,65,0,0.137065,0.21305,0.0,
Slide,1881,Slide:1050,0.117986,66,0,0.05875,0.295207,0.0,
Slide,1881,Slide:942,0.118441,67,0,0.070663,0.284659,0.0,
Slide,1881,Slide:814,0.119927,68,0,0.089335,0.270446,0.0,
Slide,1881,Slide:689,0.120998,69,0,0.104198,0.258795,0.0,
Slide,1881,Slide:1085,0.123813,70,0,0.209604,0.161835,0.0,
Slide,1881,Slide:1640,0.124874,71,0,0.173632,0.20099,0.0,
Slide,1881,Slide:934,0.124995,72,0,0.050212,0.324772,0.0,
Slide,1881,Slide:606,0.125076,73,0,0.042347,0.33288,0.0,
Slide,1881,Slide:36,0.126092,74,0,0.030366,0.347909,0.0,
Slide,1881,Slide:411,0.126817,75,0,0.110005,0.270446,0.0,
Slide,1881,Slide:1379,0.126852,76,0,0.027975,0.352582,0.0,
Slide,1881,Slide:530,0.127518,77,0,0.067326,0.315227,0.0,
Slide,1881,Slide:785,0.128735,78,0,0.097434,0.104045,0.184725,
Slide,1881,Slide:85,0.1291,79,0,0.034516,0.352784,0.0,
Slide,1881,Slide:431,0.134764,80,0,0.064836,0.339457,0.0,
Slide,1881,Slide:1643,0.136854,81,0,0.206174,0.204388,0.0,
Slide,1881,Slide:1000,0.138107,82,0,0.029955,0.119712,0.264654,
Slide,1881,Slide:404,0.139044,83,0,0.064549,0.352582,0.0,
Slide,1881,Slide:1411,0.140286,84,0,0.052603,0.368255,0.0,
Slide,1881,Slide:1709,0.141133,85,0,0.239325,0.184073,0.0,
Slide,1881,Slide:378,0.141631,86,0,0.06509,0.359804,0.0,
Slide,1881,Slide:699,0.141686,87,0,0.056676,0.368383,0.0,
Slide,1881,Slide:1689,0.142273,88,0,0.055317,0.371501,0.0,
Slide,1881,Slide:1614,0.14268,89,0,0.206705,0.221336,0.0,
Slide,1881,Slide:428,0.149777,90,0,0.081077,0.368255,0.0,
Slide,1881,Slide:1531,0.14994,91,0,0.030988,0.107998,0.310835,
Slide,1881,Slide:1495,0.151652,92,0,0.044167,0.188763,0.222025,
Slide,1881,Slide:87,0.152519,93,0,0.095366,0.36219,0.0,
Slide,1881,Slide:652,0.153303,94,0,0.082103,0.377806,0.0,
Slide,1881,Slide:1328,0.15453,95,0,0.095334,0.368255,0.0,
Slide,1881,Slide:16,0.158598,96,0,0.059444,0.41635,0.0,
Slide,1881,Slide:573,0.160028,97,0,0.111829,0.368255,0.0,
Slide,1881,Slide:438,0.163257,98,0,0.121516,0.368255,0.0,
Slide,1881,Slide:1545,0.16436,99,0,0.188681,0.245785,0.058615,
Slide,1881,Slide:815,0.167368,100,0,0.057894,0.444209,0.0,
Slide,1881,Slide:1634,0.177149,101,0,0.178867,0.352582,0.0,
Slide,1881,Slide:357,0.180004,102,0,0.060639,0.125908,0.353464,
Slide,1881,Slide:1261,0.181147,103,0,0.149626,0.393816,0.0,
Slide,1881,Slide:1501,0.187193,104,0,0.099264,0.05379,0.408526,
Slide,1881,Slide:988,0.196879,105,0,0.13253,0.458106,0.0,
Slide,1881,Slide:1063,0.200129,106,0,0.229256,0.371132,0.0,
Slide,1881,Slide:1456,0.215296,107,0,0.047372,0.282353,0.316163,
Slide,1881,Slide:446,0.227636,108,0,0.033571,0.104045,0.545293,
Slide,1881,Slide:1482,0.230802,109,0,0.089812,0.270446,0.332149,
Slide,1881,Slide:829,0.232725,110,0,0.076872,0.212777,0.408526,
Slide,1881,Slide:1758,0.243709,111,0,0.29443,0.436697,0.0,
Slide,1881,Slide:1011,0.262162,112,0,0.090835,0.358173,0.337478,
Slide,1881,Slide:1579,0.28013,113,0,0.104799,0.735591,0.0,
Slide,1881,Slide:658,0.2839,114,0,0.126197,0.398682,0.326821,
Slide,1881,Slide:383,0.310046,115,0,0.194548,0.735591,0.0,
Slide,1881,Slide:776,0.347704,116,0,0.043112,1.0,0.0,
Slide,1881,Slide:427,0.348916,117,0,0.046748,1.0,0.0,
Slide,1881,Slide:10,0.349975,118,0,0.049924,1.0,0.0,
Slide,1881,Slide:11,0.349975,119,0,0.049924,1.0,0.0,
Slide,1881,Slide:865,0.350737,120,0,0.052212,1.0,0.0,
Slide,1881,Slide:38,0.351269,121,0,0.053807,1.0,0.0,
Slide,1881,Slide:526,0.354279,122,0,0.062836,1.0,0.0,
Slide,1881,Slide:809,0.354395,123,0,0.063185,1.0,0.0,
Slide,1881,Slide:325,0.360569,124,0,0.081708,1.0,0.0,
Slide,1881,Slide:531,0.360684,125,0,0.082052,1.0,0.0,
Slide,1881,Slide:415,0.36413,126,0,0.09239,1.0,0.0,
Slide,1881,Slide:158,0.372389,127,0,0.117167,1.0,0.0,
Slide,1881,Slide:1364,0.373234,128,0,0.119702,1.0,0.0,
Slide,1881,Slide:1408,0.377402,129,0,0.132207,1.0,0.0,
Slide,1881,Slide:1813,0.3832,130,0,0.149599,1.0,0.0,
Slide,1881,Slide:1426,0.388746,131,0,0.166238,1.0,0.0,
Slide,1881,Slide:1648,0.38984,132,0,0.16952,1.0,0.0,
Slide,1881,Slide:1575,0.394619,133,0,0.183857,1.0,0.0,
Slide,1881,Slide:1659,0.396574,134,0,0.189721,1.0,0.0,
Slide,1881,Slide:44,0.402244,135,0,0.704004,0.502729,0.0,
Slide,1881,Slide:398,0.407331,136,0,0.221992,1.0,0.0,
Slide,1881,Slide:1711,0.408715,137,0,0.226146,1.0,0.0,
Slide,1881,Slide:177,0.41104,138,0,0.23312,1.0,0.0,
Slide,1881,Slide:180,0.417576,139,0,0.071556,1.0,0.181172,
Slide,1881,Slide:12,0.417695,140,0,0.253084,1.0,0.0,
Slide,1881,Slide:903,0.419741,141,0,0.259224,1.0,0.0,
Slide,1881,Slide:1317,0.421698,142,0,0.265095,1.0,0.0,
Slide,1881,Slide:1338,0.422897,143,0,0.26869,1.0,0.0,
Slide,1881,Slide:1702,0.425728,144,0,0.277184,1.0,0.0,
Slide,1881,Slide:1177,0.427013,145,0,0.281039,1.0,0.0,
Slide,1881,Slide:1264,0.427022,146,0,0.281065,1.0,0.0,
Slide,1881,Slide:1169,0.434048,147,0,0.302144,1.0,0.0,
Slide,1881,Slide:1024,0.447016,148,0,0.220268,1.0,0.120782,
Slide,1881,Slide:1784,0.447019,149,0,0.341056,1.0,0.0,
Slide,1881,Slide:1275,0.447093,150,0,0.341278,1.0,0.0,
Slide,1881,Slide:1662,0.448487,151,0,0.34546,1.0,0.0,
Slide,1881,Slide:1480,0.448562,152,0,0.345687,1.0,0.0,
Slide,1881,Slide:1646,0.451095,153,0,0.353284,1.0,0.0,
Slide,1881,Slide:1572,0.451529,154,0,0.354587,1.0,0.0,
Slide,1881,Slide:1845,0.452305,155,0,0.356914,1.0,0.0,
Slide,1881,Slide:1578,0.454127,156,0,0.362381,1.0,0.0,
Slide,1881,Slide:1870,0.456942,157,0,0.370826,1.0,0.0,
Slide,1881,Slide:1597,0.458017,158,0,0.374051,1.0,0.0,
Slide,1881,Slide:1718,0.459185,159,0,0.377555,1.0,0.0,
Slide,1881,Slide:1040,0.467193,160,0,0.282575,1.0,0.119005,
Slide,1881,Slide:690,0.467643,161,0,0.402929,1.0,0.0,
Slide,1881,Slide:1522,0.49933,162,0,0.089465,1.0,0.408526,
Slide,1881,Slide:1521,0.500723,163,0,0.345863,1.0,0.156306,
Slide,1881,Slide:1039,0.51312,164,0,0.377726,1.0,0.161634,
Slide,1881,Slide:1498,0.542546,165,0,0.325685,1.0,0.301954,
Slide,1881,Slide:114,0.560724,166,0,0.682171,1.0,0.0,
Slide,1881,Slide:88,0.568001,167,0,0.704004,1.0,0.0,
Slide,1881,Slide:480,0.568001,168,0,0.704004,1.0,0.0,
Slide,1881,Slide:479,0.568001,169,0,0.704004,1.0,0.0,
Slide,1881,Slide:955,0.568001,170,0,0.704004,1.0,0.0,
Slide,1881,Slide:779,0.568001,171,0,0.704004,1.0,0.0,
Slide,1881,Slide:1516,0.573502,172,0,0.352832,1.0,0.367673,
Slide,1881,Slide:1491,0.611814,173,0,0.704004,1.0,0.131439,
Slide,1881,Slide:1168,0.635225,174,0,0.905676,1.0,0.0,
Slide,1881,Slide:1510,0.69434,175,0,0.353001,1.0,0.730018,
Slide,1881,Slide:104,0.712786,176,0,0.905676,1.0,0.232682,
Slide,2238,Slide:1669,0.061055,1,0,0.028363,0.154801,0.0,
Slide,2238,Slide:1964,0.070775,2,0,0.060391,0.151933,0.0,
Slide,2238,Slide:1883,0.072383,3,0,0.023647,0.193501,0.0,
Slide,2238,Slide:1983,0.072774,4,0,0.024821,0.193501,0.0,
Slide,2238,Slide:1780,0.075677,5,0,0.075978,0.151053,0.0,
Slide,2238,Slide:1242,0.075836,6,0,0.079458,0.14805,0.0,
Slide,2238,Slide:516,0.076517,7,0,0.111511,0.118038,0.0,
Slide,2238,Slide:1955,0.076598,8,0,0.036293,0.193501,0.0,
Slide,2238,Slide:1500,0.076683,9,0,0.041358,0.160273,0.028419,
Slide,2238,Slide:1417,0.078054,10,0,0.059234,0.174927,0.0,
Slide,2238,Slide:1412,0.082136,11,0,0.039666,0.206742,0.0,
Slide,2238,Slide:942,0.083931,12,0,0.131543,0.12025,0.0,
Slide,2238,Slide:760,0.084012,13,0,0.065037,0.186999,0.0,
Slide,2238,Slide:1900,0.084083,14,0,0.039652,0.212595,0.0,
Slide,2238,Slide:1262,0.086723,15,0,0.051878,0.208291,0.0,
Slide,2238,Slide:1094,0.087131,16,0,0.045618,0.215775,0.0,
Slide,2238,Slide:1339,0.087705,17,0,0.118105,0.14501,0.0,
Slide,2238,Slide:1950,0.087794,18,0,0.069077,0.194305,0.0,
Slide,2238,Slide:1567,0.087838,19,0,0.056771,0.206742,0.0,
Slide,2238,Slide:2154,0.088443,20,0,0.058784,0.206545,0.0,
Slide,2238,Slide:1474,0.088664,21,0,0.05828,0.193501,0.01421,
Slide,2238,Slide:1819,0.091216,22,0,0.09436,0.179288,0.0,
Slide,2238,Slide:2232,0.092192,23,0,0.004306,0.272269,0.0,
Slide,2238,Slide:1881,0.092508,24,0,0.050894,0.226631,0.0,
Slide,2238,Slide:2220,0.092659,25,0,0.084476,0.193501,0.0,
Slide,2238,Slide:2021,0.093142,26,0,0.045677,0.233749,0.0,
Slide,2238,Slide:1577,0.093811,27,0,0.087933,0.193501,0.0,
Slide,2238,Slide:1812,0.094122,28,0,0.046611,0.235756,0.0,
Slide,2238,Slide:1824,0.094404,29,0,0.050564,0.232647,0.0,
Slide,2238,Slide:2168,0.097288,30,0,0.058115,0.233749,0.0,
Slide,2238,Slide:193,0.09771,31,0,0.098826,0.194305,0.0,
Slide,2238,Slide:1689,0.098194,32,0,0.044156,0.250427,0.0,
Slide,2238,Slide:1647,0.098986,33,0,0.036443,0.260516,0.0,
Slide,2238,Slide:1889,0.099297,34,0,0.083311,0.214581,0.0,
Slide,2238,Slide:2181,0.101468,35,0,0.082329,0.222075,0.0,
Slide,2238,Slide:1057,0.101977,36,0,0.04767,0.258261,0.0,
Slide,2238,Slide:1630,0.102694,37,0,0.032553,0.275528,0.0,
Slide,2238,Slide:1099,0.107121,38,0,0.086396,0.234968,0.0,
Slide,2238,Slide:1618,0.10765,39,1,0.030258,0.292693,0.0,
Slide,2238,Slide:1640,0.107853,40,0,0.130058,0.193501,0.0,
Slide,2238,Slide:1561,0.108224,41,0,0.111172,0.213499,0.0,
Slide,2238,Slide:2049,0.108292,42,0,0.072778,0.2521,0.0,
Slide,2238,Slide:421,0.108433,43,0,0.108542,0.216757,0.0,
Slide,2238,Slide:168,0.109122,44,0,0.051837,0.275528,0.0,
Slide,2238,Slide:1016,0.109261,45,0,0.007379,0.236923,0.083481,
Slide,2238,Slide:1084,0.109511,46,0,0.046515,0.282019,0.0,
Slide,2238,Slide:1783,0.109711,47,0,0.054657,0.274476,0.0,
Slide,2238,Slide:1982,0.109977,48,0,0.038078,0.291852,0.0,
Slide,2238,Slide:1388,0.111819,49,0,0.048877,0.28658,0.0,
Slide,2238,Slide:625,0.112015,50,0,0.142543,0.193501,0.0,
Slide,2238,Slide:1643,0.112946,51,0,0.145337,0.193501,0.0,
Slide,2238,Slide:1098,0.113375,52,0,0.039944,0.300182,0.0,
Slide,2238,Slide:1051,0.113876,53,0,0.082821,0.258805,0.0,
Slide,2238,Slide:1386,0.115311,54,0,0.101502,0.244431,0.0,
Slide,2238,Slide:887,0.115334,55,0,0.087169,0.258833,0.0,
Slide,2238,Slide:983,0.116129,56,0,0.087671,0.260716,0.0,
Slide,2238,Slide:810,0.118243,57,0,0.079201,0.275528,0.0,
Slide,2238,Slide:1411,0.118359,58,0,0.023504,0.331573,0.0,
Slide,2238,Slide:1128,0.119892,59,0,0.096913,0.262763,0.0,
Slide,2238,Slide:2224,0.120476,60,0,0.05107,0.310356,0.0,
Slide,2238,Slide:530,0.120707,61,0,0.118397,0.243725,0.0,
Slide,2238,Slide:1328,0.121446,62,0,0.032764,0.331573,0.0,
Slide,2238,Slide:472,0.123061,63,0,0.060182,0.309,0.0,
Slide,2238,Slide:1685,0.123132,64,0,0.057486,0.311909,0.0,
Slide,2238,Slide:307,0.123565,65,0,0.135414,0.235281,0.0,
Slide,2238,Slide:864,0.124056,66,0,0.096639,0.275528,0.0,
Slide,2238,Slide:1050,0.12437,67,0,0.021568,0.351543,0.0,
Slide,2238,Slide:1353,0.124803,68,0,0.083601,0.290809,0.0,
Slide,2238,Slide:1951,0.125038,69,0,0.102436,0.272678,0.0,
Slide,2238,Slide:1152,0.126206,70,0,0.115736,0.262883,0.0,
Slide,2238,Slide:2120,0.126627,71,0,0.074538,0.227192,0.078153,
Slide,2238,Slide:2186,0.128144,72,0,0.108905,0.275528,0.0,
Slide,2238,Slide:430,0.128625,73,0,0.125358,0.260516,0.0,
Slide,2238,Slide:758,0.129092,74,0,0.121064,0.266212,0.0,
Slide,2238,Slide:1244,0.130942,75,0,0.132308,0.260516,0.0,
Slide,2238,Slide:1857,0.131316,76,0,0.118419,0.275528,0.0,
Slide,2238,Slide:1306,0.132279,77,0,0.038449,0.358386,0.0,
Slide,2238,Slide:561,0.132573,78,0,0.068158,0.329559,0.0,
Slide,2238,Slide:2193,0.133897,79,0,0.110906,0.290785,0.0,
Slide,2238,Slide:866,0.135283,80,0,0.081539,0.32431,0.0,
Slide,2238,Slide:918,0.135873,81,0,0.118361,0.28926,0.0,
Slide,2238,Slide:1347,0.136914,82,0,0.096194,0.314547,0.0,
Slide,2238,Slide:2047,0.137347,83,0,0.122781,0.28926,0.0,
Slide,2238,Slide:1927,0.138192,84,0,0.045574,0.369003,0.0,
Slide,2238,Slide:606,0.139068,85,0,0.076738,0.340466,0.0,
Slide,2238,Slide:1336,0.139171,86,0,0.158708,0.258805,0.0,
Slide,2238,Slide:985,0.139485,87,0,0.094834,0.323622,0.0,
Slide,2238,Slide:611,0.142004,88,0,0.120851,0.305162,0.0,
Slide,2238,Slide:1709,0.142427,89,0,0.179857,0.247424,0.0,
Slide,2238,Slide:2167,0.143302,90,0,0.04371,0.386194,0.0,
Slide,2238,Slide:1614,0.144008,91,0,0.14804,0.283984,0.0,
Slide,2238,Slide:1495,0.144484,92,0,0.029386,0.182042,0.222025,
Slide,2238,Slide:1105,0.144751,93,0,0.144995,0.28926,0.0,
Slide,2238,Slide:636,0.146043,94,0,0.08426,0.282821,0.071048,
Slide,2238,Slide:814,0.146537,95,0,0.147758,0.291852,0.0,
Slide,2238,Slide:1303,0.146876,96,0,0.05842,0.382209,0.0,
Slide,2238,Slide:1642,0.151022,97,0,0.163806,0.28926,0.0,
Slide,2238,Slide:1545,0.15273,98,0,0.12727,0.272306,0.058615,
Slide,2238,Slide:411,0.153322,99,0,0.168114,0.291852,0.0,
Slide,2238,Slide:1379,0.153367,100,0,0.020472,0.43963,0.0,
Slide,2238,Slide:934,0.153765,101,0,0.058546,0.402748,0.0,
Slide,2238,Slide:799,0.155072,102,0,0.051248,0.413967,0.0,
Slide,2238,Slide:428,0.15641,103,0,0.137656,0.331573,0.0,
Slide,2238,Slide:501,0.160094,104,0,0.132275,0.348008,0.0,
Slide,2238,Slide:1089,0.160797,105,0,0.102202,0.380189,0.0,
Slide,2238,Slide:1085,0.16091,106,0,0.145541,0.337189,0.0,
Slide,2238,Slide:689,0.161314,107,0,0.163916,0.320025,0.0,
Slide,2238,Slide:573,0.161514,108,0,0.152969,0.331573,0.0,
Slide,2238,Slide:699,0.164143,109,0,0.104818,0.387609,0.0,
Slide,2238,Slide:438,0.168103,110,0,0.172737,0.331573,0.0,
Slide,2238,Slide:378,0.170725,111,0,0.080347,0.431827,0.0,
Slide,2238,Slide:431,0.172209,112,0,0.096892,0.419734,0.0,
Slide,2238,Slide:2056,0.174965,113,0,0.073161,0.451736,0.0,
Slide,2238,Slide:1531,0.177624,114,0,0.035038,0.186999,0.310835,
Slide,2238,Slide:785,0.182037,115,0,0.085857,0.275528,0.184725,
Slide,2238,Slide:1634,0.186666,116,0,0.120369,0.43963,0.0,
Slide,2238,Slide:404,0.187546,117,0,0.123008,0.43963,0.0,
Slide,2238,Slide:1261,0.191395,118,0,0.09925,0.474936,0.0,
Slide,2238,Slide:652,0.192658,119,0,0.125965,0.452008,0.0,
Slide,2238,Slide:2189,0.199344,120,0,0.027426,0.570607,0.0,
Slide,2238,Slide:815,0.200444,121,0,0.110047,0.491286,0.0,
Slide,2238,Slide:1063,0.200651,122,0,0.165978,0.435975,0.0,
Slide,2238,Slide:1000,0.201347,123,0,0.067119,0.272269,0.264654,
Slide,2238,Slide:988,0.203987,124,0,0.120818,0.491144,0.0,
Slide,2238,Slide:1456,0.218453,125,0,0.019932,0.319263,0.316163,
Slide,2238,Slide:357,0.222104,126,0,0.12336,0.189488,0.353464,
Slide,2238,Slide:1482,0.223575,127,0,0.046724,0.291852,0.332149,
Slide,2238,Slide:1501,0.239972,128,0,0.050873,0.260516,0.408526,
Slide,2238,Slide:1011,0.256469,129,0,0.140611,0.291319,0.337478,
Slide,2238,Slide:1758,0.257618,130,0,0.236781,0.536072,0.0,
Slide,2238,Slide:829,0.263813,131,0,0.130016,0.252899,0.408526,
Slide,2238,Slide:446,0.298207,132,0,0.0738,0.275528,0.545293,
Slide,2238,Slide:658,0.305005,133,0,0.107134,0.481062,0.326821,
Slide,2238,Slide:1579,0.306575,134,0,0.157961,0.761763,0.0,
Slide,2238,Slide:383,0.337274,135,0,0.250059,0.761763,0.0,
Slide,2238,Slide:2040,0.340733,136,0,0.022199,1.0,0.0,
Slide,2238,Slide:809,0.34526,137,0,0.03578,1.0,0.0,
Slide,2238,Slide:865,0.352053,138,0,0.05616,1.0,0.0,
Slide,2238,Slide:2219,0.352246,139,0,0.056737,1.0,0.0,
Slide,2238,Slide:325,0.354693,140,0,0.064079,1.0,0.0,
Slide,2238,Slide:776,0.356025,141,0,0.068075,1.0,0.0,
Slide,2238,Slide:1364,0.361986,142,0,0.085957,1.0,0.0,
Slide,2238,Slide:427,0.362095,143,0,0.086285,1.0,0.0,
Slide,2238,Slide:1813,0.363729,144,0,0.091186,1.0,0.0,
Slide,2238,Slide:1648,0.368323,145,0,0.10497,1.0,0.0,
Slide,2238,Slide:415,0.370185,146,0,0.110555,1.0,0.0,
Slide,2238,Slide:1426,0.372233,147,0,0.116699,1.0,0.0,
Slide,2238,Slide:526,0.372304,148,0,0.116913,1.0,0.0,
Slide,2238,Slide:1659,0.374149,149,0,0.122447,1.0,0.0,
Slide,2238,Slide:1575,0.374463,150,0,0.123388,1.0,0.0,
Slide,2238,Slide:2187,0.37494,151,0,0.124821,1.0,0.0,
Slide,2238,Slide:531,0.375503,152,0,0.12651,1.0,0.0,
Slide,2238,Slide:1711,0.388735,153,0,0.166206,1.0,0.0,
Slide,2238,Slide:1408,0.394906,154,0,0.184718,1.0,0.0,
Slide,2238,Slide:177,0.395154,155,0,0.185461,1.0,0.0,
Slide,2238,Slide:1317,0.402849,156,0,0.208546,1.0,0.0,
Slide,2238,Slide:1264,0.404633,157,0,0.213898,1.0,0.0,
Slide,2238,Slide:1702,0.404789,158,0,0.214367,1.0,0.0,
Slide,2238,Slide:1338,0.405611,159,0,0.216834,1.0,0.0,
Slide,2238,Slide:398,0.40676,160,0,0.220279,1.0,0.0,
Slide,2238,Slide:1177,0.408313,161,0,0.224939,1.0,0.0,
Slide,2238,Slide:2016,0.415952,162,0,0.247856,1.0,0.0,
Slide,2238,Slide:903,0.417134,163,0,0.251402,1.0,0.0,
Slide,2238,Slide:1169,0.419804,164,0,0.259411,1.0,0.0,
Slide,2238,Slide:1784,0.427335,165,0,0.282006,1.0,0.0,
Slide,2238,Slide:1662,0.42761,166,0,0.28283,1.0,0.0,
Slide,2238,Slide:1275,0.427712,167,0,0.283137,1.0,0.0,
Slide,2238,Slide:1480,0.429316,168,0,0.287949,1.0,0.0,
Slide,2238,Slide:180,0.429944,169,0,0.108661,1.0,0.181172,
Slide,2238,Slide:1646,0.430514,170,0,0.291542,1.0,0.0,
Slide,2238,Slide:1572,0.431297,171,0,0.29389,1.0,0.0,
Slide,2238,Slide:1578,0.432729,172,0,0.298187,1.0,0.0,
Slide,2238,Slide:1845,0.433389,173,0,0.300166,1.0,0.0,
Slide,2238,Slide:1597,0.436612,174,0,0.309836,1.0,0.0,
Slide,2238,Slide:1718,0.437468,175,0,0.312403,1.0,0.0,
Slide,2238,Slide:1870,0.437675,176,0,0.313026,1.0,0.0,
Slide,2238,Slide:1024,0.442821,177,0,0.20768,1.0,0.120782,
Slide,2238,Slide:690,0.448548,178,0,0.345644,1.0,0.0,
Slide,2238,Slide:1040,0.463601,179,0,0.271796,1.0,0.119005,
Slide,2238,Slide:1521,0.48138,180,0,0.287834,1.0,0.156306,
Slide,2238,Slide:1522,0.487079,181,0,0.052712,1.0,0.408526,
Slide,2238,Slide:1039,0.491166,182,0,0.311865,1.0,0.161634,
Slide,2238,Slide:1498,0.523332,183,0,0.268043,1.0,0.301954,
Slide,2238,Slide:1516,0.554644,184,0,0.29626,1.0,0.367673,
Slide,2238,Slide:480,0.560901,185,0,0.682703,1.0,0.0,
Slide,2238,Slide:479,0.560901,186,0,0.682703,1.0,0.0,
Slide,2238,Slide:955,0.560901,187,0,0.682703,1.0,0.0,
Slide,2238,Slide:779,0.560901,188,0,0.682703,1.0,0.0,
Slide,2238,Slide:1491,0.604714,189,0,0.682703,1.0,0.131439,
Slide,2238,Slide:1168,0.624686,190,0,0.874059,1.0,0.0,
Slide,2238,Slide:1510,0.675071,191,0,0.295194,1.0,0.730018,
Slide,2801,Slide:2672,0.392571,1,0,0.177714,1.0,0.0,
Slide,2801,Slide:2743,0.395139,2,0,0.185416,1.0,0.0,
Slide,2801,Slide:2731,0.395328,3,0,0.185985,1.0,0.0,
Slide,2801,Slide:2659,0.395715,4,0,0.187145,1.0,0.0,
Slide,2801,Slide:2738,0.398404,5,0,0.195211,1.0,0.0,
Slide,2801,Slide:2629,0.399451,6,0,0.198352,1.0,0.0,
Slide,2801,Slide:2493,0.400493,7,0,0.201479,1.0,0.0,
Slide,2801,Slide:2492,0.403582,8,0,0.210746,1.0,0.0,
Slide,2801,Slide:2601,0.403912,9,0,0.211737,1.0,0.0,
Slide,2801,Slide:2583,0.405724,10,0,0.217171,1.0,0.0,
Slide,2801,Slide:2599,0.406155,11,1,0.218465,1.0,0.0,
Slide,2801,Slide:2538,0.406502,12,0,0.219505,1.0,0.0,
Slide,2801,Slide:2490,0.406929,13,0,0.220786,1.0,0.0,
Slide,2801,Slide:2774,0.407335,14,0,0.222005,1.0,0.0,
Slide,2801,Slide:2544,0.408428,15,0,0.225285,1.0,0.0,
Slide,2801,Slide:2553,0.409286,16,0,0.227858,1.0,0.0,
Slide,2801,Slide:2789,0.409811,17,0,0.229434,1.0,0.0,
Slide,2801,Slide:2494,0.410048,18,0,0.230145,1.0,0.0,
Slide,2801,Slide:2798,0.410381,19,0,0.231143,1.0,0.0,
Slide,2801,Slide:2759,0.411944,20,0,0.235833,1.0,0.0,
Slide,2801,Slide:2704,0.415109,21,0,0.245326,1.0,0.0,
Slide,2801,Slide:2676,0.415244,22,0,0.245731,1.0,0.0,
Slide,2801,Slide:2622,0.42379,23,0,0.27137,1.0,0.0,
Slide,2801,Slide:2582,0.427656,24,0,0.282968,1.0,0.0,
Slide,2801,Slide:2736,0.584055,25,0,0.752164,1.0,0.0,
Slide,2858,Slide:2601,0.105897,1,0,0.063312,0.254379,0.0,
Slide,2858,Slide:2676,0.10855,2,0,0.05632,0.269331,0.0,
Slide,2858,Slide:2789,0.111695,3,0,0.036827,0.298258,0.0,
Slide,2858,Slide:2828,0.113924,4,0,0.05399,0.287783,0.0,
Slide,2858,Slide:2857,0.114296,5,1,0.071434,0.271453,0.0,
Slide,2858,Slide:2798,0.115938,6,0,0.050227,0.297587,0.0,
Slide,2858,Slide:2704,0.118987,7,0,0.059425,0.297537,0.0,
Slide,2858,Slide:2774,0.121865,8,0,0.051338,0.314257,0.0,
Slide,2858,Slide:2840,0.129473,9,0,0.092203,0.296214,0.0,
Slide,2858,Slide:2731,0.130778,10,0,0.061843,0.33049,0.0,
Slide,2858,Slide:2659,0.131919,11,0,0.077069,0.318689,0.0,
