Project,query,corpus,score,rank,c_is_gt
florisboard,2153,florisboard:1830,0.0668,23,0
florisboard,2153,florisboard:1783,0.0675,24,0
florisboard,2153,florisboard:1933,0.0682,25,0
florisboard,2153,florisboard:1679,0.0693,26,0
florisboard,2153,florisboard:2000,0.0711,27,0
florisboard,2153,florisboard:1971,0.0718,28,0
florisboard,2153,florisboard:1651,0.0724,29,0
florisboard,2153,florisboard:1759,0.0728,30,0
florisboard,2153,florisboard:2092,0.0734,31,0
florisboard,2153,florisboard:1973,0.0741,32,0
florisboard,2153,florisboard:1736,0.075,33,0
florisboard,2153,florisboard:1778,0.0754,34,0
florisboard,2153,florisboard:2089,0.0754,35,0
florisboard,2153,florisboard:2097,0.0756,36,0
florisboard,2153,florisboard:1658,0.0774,37,0
florisboard,2153,florisboard:1615,0.0778,38,0
florisboard,2153,florisboard:1667,0.0792,39,0
florisboard,2153,florisboard:1951,0.0797,40,0
florisboard,2153,florisboard:2009,0.0801,41,0
florisboard,2153,florisboard:1950,0.0802,42,0
florisboard,2153,florisboard:1961,0.0804,43,0
florisboard,2153,florisboard:1781,0.0812,44,0
florisboard,2153,florisboard:1853,0.0816,45,0
florisboard,2153,florisboard:2005,0.0819,46,0
florisboard,2153,florisboard:2055,0.0822,47,0
florisboard,2153,florisboard:1657,0.0822,48,0
florisboard,2153,florisboard:1905,0.0823,49,0
florisboard,2153,florisboard:1956,0.0824,50,0
florisboard,2153,florisboard:2018,0.0835,51,0
florisboard,2153,florisboard:1730,0.0858,52,0
florisboard,2153,florisboard:1633,0.0863,53,0
florisboard,2153,florisboard:1646,0.087,54,0
florisboard,2153,florisboard:1571,0.0871,55,0
florisboard,2153,florisboard:1570,0.0876,56,0
florisboard,2153,florisboard:1889,0.0876,57,0
florisboard,2153,florisboard:1677,0.088,58,0
florisboard,2153,florisboard:1779,0.0887,59,0
florisboard,2153,florisboard:1818,0.089,60,0
florisboard,2153,florisboard:1648,0.0897,61,0
florisboard,2153,florisboard:2140,0.0898,62,0
florisboard,2153,florisboard:2071,0.0899,63,0
florisboard,2153,florisboard:2083,0.0902,64,0
florisboard,2153,florisboard:2139,0.0908,65,0
florisboard,2153,florisboard:2059,0.0917,66,0
florisboard,2153,florisboard:2057,0.0933,67,0
florisboard,2153,florisboard:1594,0.0945,68,0
florisboard,2153,florisboard:1631,0.0947,69,0
florisboard,2153,florisboard:1919,0.0948,70,0
florisboard,2153,florisboard:1954,0.0955,71,0
florisboard,2153,florisboard:1705,0.0958,72,0
florisboard,2153,florisboard:1597,0.0958,73,0
florisboard,2153,florisboard:1791,0.096,74,0
florisboard,2153,florisboard:1939,0.0961,75,0
florisboard,2153,florisboard:1999,0.0968,76,0
florisboard,2153,florisboard:2058,0.0968,77,0
florisboard,2153,florisboard:1962,0.0969,78,0
florisboard,2153,florisboard:1908,0.0982,79,0
florisboard,2153,florisboard:1613,0.0988,80,0
florisboard,2153,florisboard:1573,0.1018,81,0
florisboard,2153,florisboard:1568,0.103,82,0
florisboard,2153,florisboard:1719,0.1034,83,0
florisboard,2153,florisboard:1944,0.1034,84,0
florisboard,2153,florisboard:2146,0.1046,85,0
florisboard,2153,florisboard:2120,0.1048,86,0
florisboard,2153,florisboard:1713,0.1054,87,0
florisboard,2153,florisboard:2049,0.1063,88,0
florisboard,2153,florisboard:1977,0.107,89,0
florisboard,2153,florisboard:1595,0.1084,90,0
florisboard,2153,florisboard:2067,0.1088,91,0
florisboard,2153,florisboard:2072,0.1089,92,0
florisboard,2153,florisboard:1980,0.1122,93,0
florisboard,2153,florisboard:1590,0.1128,94,0
florisboard,2153,florisboard:2112,0.1138,95,0
florisboard,2153,florisboard:1746,0.118,96,0
florisboard,2153,florisboard:1644,0.1202,97,0
florisboard,2153,florisboard:1603,0.123,98,0
florisboard,2153,florisboard:2101,0.1238,99,0
florisboard,2153,florisboard:2107,0.125,100,0
florisboard,2153,florisboard:2002,0.1274,101,0
florisboard,2153,florisboard:1628,0.1365,102,0
florisboard,2153,florisboard:1694,0.1406,103,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2177,0.0,1,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1865,0.0441,2,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1415,0.0478,3,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1086,0.0483,4,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:769,0.0492,5,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:688,0.0492,6,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:726,0.0507,7,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1832,0.0512,8,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:940,0.0522,9,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:853,0.0536,10,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2124,0.0538,11,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1897,0.054,12,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:832,0.0548,13,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1005,0.055,14,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1982,0.056,15,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1864,0.0561,16,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1520,0.0566,17,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:855,0.0566,18,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2073,0.0568,19,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:912,0.0568,20,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1003,0.0571,21,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1553,0.0571,22,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:731,0.0574,23,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2057,0.0574,24,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1006,0.0576,25,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1082,0.0576,26,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:996,0.058,27,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:793,0.0581,28,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1031,0.0586,29,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1231,0.0587,30,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1464,0.0588,31,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1491,0.059,32,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1533,0.059,33,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:842,0.059,34,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1482,0.0591,35,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1103,0.0592,36,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:704,0.0596,37,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1080,0.0597,38,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:694,0.0598,39,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1394,0.06,40,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1251,0.0602,41,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:839,0.0604,42,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:707,0.061,43,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1429,0.0613,44,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1065,0.0614,45,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2007,0.0618,46,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1253,0.0618,47,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:830,0.062,48,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:828,0.0624,49,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:890,0.0625,50,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1430,0.0628,51,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:788,0.0634,52,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1483,0.064,53,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1393,0.0644,54,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1093,0.0647,55,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1010,0.0648,56,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:770,0.065,57,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:728,0.0652,58,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:754,0.0657,59,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1854,0.066,60,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1461,0.0661,61,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1033,0.0662,62,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:781,0.0664,63,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1484,0.0664,64,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1695,0.0666,65,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:962,0.067,66,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1053,0.067,67,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:702,0.0671,68,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1552,0.0672,69,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:816,0.0672,70,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1466,0.0674,71,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1333,0.0674,72,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1121,0.068,73,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:877,0.068,74,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:829,0.0684,75,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:778,0.0686,76,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1521,0.0694,77,1
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:850,0.0694,78,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1247,0.0696,79,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:827,0.07,80,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1625,0.07,81,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:815,0.0701,82,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:848,0.0701,83,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:708,0.0703,84,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:923,0.0703,85,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:950,0.0704,86,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:867,0.0704,87,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1410,0.0706,88,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1102,0.071,89,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1292,0.071,90,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2031,0.0711,91,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:954,0.0713,92,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1230,0.0713,93,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1234,0.0716,94,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1267,0.0716,95,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1285,0.0717,96,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1655,0.0719,97,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:817,0.072,98,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:703,0.072,99,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:755,0.0727,100,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:939,0.073,101,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1164,0.0731,102,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:807,0.0732,103,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:706,0.0732,104,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1336,0.0732,105,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:775,0.0733,106,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:925,0.0733,107,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:953,0.0735,108,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1165,0.0737,109,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1421,0.0737,110,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1322,0.0737,111,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1416,0.074,112,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1846,0.0742,113,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1545,0.0743,114,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:868,0.0743,115,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2110,0.0746,116,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1073,0.0751,117,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1070,0.0755,118,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1849,0.0756,119,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:813,0.0758,120,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:802,0.0765,121,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1403,0.0766,122,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:766,0.0767,123,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1163,0.0768,124,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1077,0.0768,125,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:773,0.0769,126,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:840,0.0769,127,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:857,0.0769,128,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:845,0.0771,129,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:849,0.0779,130,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2156,0.0782,131,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1428,0.0788,132,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2168,0.0792,133,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1084,0.0792,134,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1900,0.08,135,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:934,0.0801,136,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:729,0.0802,137,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:895,0.0817,138,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1489,0.0819,139,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:921,0.082,140,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1519,0.0823,141,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1978,0.0824,142,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2142,0.0826,143,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:854,0.0832,144,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1624,0.0836,145,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1656,0.0838,146,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1095,0.0845,147,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:764,0.0852,148,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:987,0.0854,149,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1233,0.0856,150,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1379,0.0862,151,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1380,0.0862,152,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:720,0.0866,153,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1144,0.0867,154,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1475,0.0877,155,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2077,0.0879,156,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1413,0.0886,157,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1984,0.0892,158,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1517,0.0904,159,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2069,0.0932,160,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:730,0.0939,161,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1225,0.0944,162,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:990,0.0964,163,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1098,0.0978,164,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1099,0.0986,165,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2155,0.0999,166,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1757,0.1002,167,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2139,0.101,168,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1374,0.1011,169,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1543,0.1044,170,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1654,0.1044,171,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1081,0.1074,172,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1300,0.1082,173,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1085,0.1093,174,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1761,0.1144,175,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1532,0.1158,176,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1162,0.1244,177,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1357,0.1256,178,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:692,0.1257,179,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1979,0.1322,180,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1337,0.1326,181,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1544,0.1346,182,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1845,0.137,183,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1179,0.1382,184,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1212,0.1391,185,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1626,0.1422,186,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1213,0.1466,187,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1652,0.1472,188,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:705,0.1504,189,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:734,0.1508,190,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1821,0.1572,191,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1414,0.1592,192,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1188,0.1645,193,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1980,0.1728,194,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1711,0.1779,195,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2141,0.178,196,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1214,0.18,197,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:2140,0.1942,198,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1495,0.1995,199,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1651,0.2017,200,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1901,0.2046,201,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1723,0.2074,202,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1526,0.2074,203,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1511,0.2096,204,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1902,0.213,205,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1890,0.2208,206,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1887,0.2214,207,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1720,0.2215,208,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1623,0.2222,209,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1894,0.231,210,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1627,0.2412,211,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1636,0.2501,212,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1874,0.2502,213,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1939,0.2507,214,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1889,0.2509,215,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1888,0.2524,216,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1886,0.2533,217,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1892,0.255,218,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1893,0.2584,219,0
openfoodfacts-androidapp,2178,openfoodfacts-androidapp:1538,0.3692,220,0
florisboard,2181,florisboard:1736,0.0,1,0
florisboard,2181,florisboard:1737,0.0,2,0
florisboard,2181,florisboard:2157,0.0,3,0
florisboard,2181,florisboard:1783,0.0,4,0
florisboard,2181,florisboard:1791,0.0,5,0
florisboard,2181,florisboard:1950,0.0,6,0
florisboard,2181,florisboard:1962,0.0,7,0
florisboard,2181,florisboard:1977,0.0,8,0
florisboard,2181,florisboard:1980,0.0,9,0
florisboard,2181,florisboard:2018,0.0,10,0
florisboard,2181,florisboard:2067,0.0,11,0
florisboard,2181,florisboard:2075,0.0,12,0
florisboard,2181,florisboard:2089,0.0,13,0
florisboard,2181,florisboard:2092,0.0,14,0
florisboard,2181,florisboard:2112,0.0,15,0
florisboard,2181,florisboard:2120,0.0,16,0
florisboard,2181,florisboard:2146,0.0,17,0
florisboard,2181,florisboard:1905,0.0,18,0
florisboard,2181,florisboard:1759,0.0234,19,0
florisboard,2181,florisboard:2071,0.0272,20,0
florisboard,2181,florisboard:1778,0.0287,21,0
florisboard,2181,florisboard:2097,0.029,22,0
florisboard,2181,florisboard:1779,0.0301,23,0
florisboard,2181,florisboard:2009,0.0301,24,0
florisboard,2181,florisboard:1971,0.031,25,0
florisboard,2181,florisboard:1889,0.0326,26,0
florisboard,2181,florisboard:1961,0.0389,27,0
florisboard,2181,florisboard:2058,0.04,28,0
florisboard,2181,florisboard:2059,0.0406,29,0
florisboard,2181,florisboard:1919,0.0408,30,0
florisboard,2181,florisboard:2068,0.0417,31,0
florisboard,2181,florisboard:2106,0.0422,32,0
florisboard,2181,florisboard:1853,0.0427,33,0
florisboard,2181,florisboard:1956,0.0428,34,0
florisboard,2181,florisboard:1939,0.0442,35,0
florisboard,2181,florisboard:1908,0.0464,36,0
florisboard,2181,florisboard:2000,0.0474,37,0
florisboard,2181,florisboard:1856,0.0478,38,0
florisboard,2181,florisboard:2139,0.0483,39,0
florisboard,2181,florisboard:1944,0.049,40,0
florisboard,2181,florisboard:2005,0.0504,41,0
florisboard,2181,florisboard:1730,0.0508,42,0
florisboard,2181,florisboard:2050,0.051,43,0
florisboard,2181,florisboard:1954,0.053,44,0
florisboard,2181,florisboard:1818,0.0536,45,0
florisboard,2181,florisboard:1999,0.0536,46,0
florisboard,2181,florisboard:2159,0.0537,47,0
florisboard,2181,florisboard:1746,0.0546,48,0
florisboard,2181,florisboard:1727,0.0562,49,0
florisboard,2181,florisboard:2083,0.0573,50,0
florisboard,2181,florisboard:1933,0.0573,51,0
florisboard,2181,florisboard:2179,0.0582,52,0
florisboard,2181,florisboard:1781,0.0584,53,0
florisboard,2181,florisboard:2015,0.0593,54,0
florisboard,2181,florisboard:2049,0.0593,55,0
florisboard,2181,florisboard:2072,0.0595,56,0
florisboard,2181,florisboard:1830,0.0635,57,0
florisboard,2181,florisboard:2101,0.0644,58,0
florisboard,2181,florisboard:2160,0.0673,59,0
florisboard,2181,florisboard:2107,0.0674,60,0
florisboard,2181,florisboard:1973,0.069,61,0
florisboard,2181,florisboard:1732,0.074,62,0
florisboard,2181,florisboard:2152,0.0761,63,0
florisboard,2181,florisboard:1760,0.0797,64,0
florisboard,2181,florisboard:2153,0.0844,65,1
florisboard,2181,florisboard:1951,0.0892,66,0
florisboard,2181,florisboard:1866,0.0986,67,0
florisboard,2181,florisboard:2055,0.1216,68,0
florisboard,2181,florisboard:2057,0.1233,69,0
florisboard,2181,florisboard:2140,0.1238,70,0
florisboard,2181,florisboard:2002,0.1679,71,0
thunderbird-android,2199,thunderbird-android:1738,0.0,1,0
thunderbird-android,2199,thunderbird-android:2175,0.0,2,0
thunderbird-android,2199,thunderbird-android:1816,0.0,3,0
thunderbird-android,2199,thunderbird-android:1597,0.0,4,0
thunderbird-android,2199,thunderbird-android:1396,0.0,5,0
thunderbird-android,2199,thunderbird-android:1418,0.0,6,0
thunderbird-android,2199,thunderbird-android:1981,0.0,7,0
thunderbird-android,2199,thunderbird-android:2033,0.0,8,0
thunderbird-android,2199,thunderbird-android:1284,0.0,9,0
thunderbird-android,2199,thunderbird-android:1318,0.0,10,0
thunderbird-android,2199,thunderbird-android:2054,0.0,11,0
thunderbird-android,2199,thunderbird-android:2083,0.0,12,0
thunderbird-android,2199,thunderbird-android:2110,0.0,13,0
thunderbird-android,2199,thunderbird-android:1370,0.0,14,0
thunderbird-android,2199,thunderbird-android:2121,0.0504,15,0
thunderbird-android,2199,thunderbird-android:1997,0.0506,16,0
thunderbird-android,2199,thunderbird-android:1622,0.0506,17,0
thunderbird-android,2199,thunderbird-android:2189,0.0543,18,0
thunderbird-android,2199,thunderbird-android:1912,0.0547,19,0
thunderbird-android,2199,thunderbird-android:1544,0.0557,20,0
thunderbird-android,2199,thunderbird-android:1141,0.0574,21,0
thunderbird-android,2199,thunderbird-android:1252,0.0579,22,0
thunderbird-android,2199,thunderbird-android:1947,0.0581,23,0
thunderbird-android,2199,thunderbird-android:1533,0.0596,24,0
thunderbird-android,2199,thunderbird-android:1538,0.0606,25,0
thunderbird-android,2199,thunderbird-android:1792,0.063,26,0
thunderbird-android,2199,thunderbird-android:1541,0.063,27,0
thunderbird-android,2199,thunderbird-android:1338,0.0642,28,0
thunderbird-android,2199,thunderbird-android:1185,0.0649,29,0
thunderbird-android,2199,thunderbird-android:1238,0.0668,30,0
thunderbird-android,2199,thunderbird-android:1367,0.0722,31,0
thunderbird-android,2199,thunderbird-android:1595,0.0754,32,0
thunderbird-android,2199,thunderbird-android:2015,0.0757,33,1
thunderbird-android,2199,thunderbird-android:1930,0.0763,34,0
thunderbird-android,2199,thunderbird-android:2011,0.0764,35,0
thunderbird-android,2199,thunderbird-android:1242,0.0808,36,0
thunderbird-android,2199,thunderbird-android:2055,0.0818,37,0
thunderbird-android,2199,thunderbird-android:1598,0.0838,38,0
thunderbird-android,2199,thunderbird-android:1422,0.0856,39,0
thunderbird-android,2199,thunderbird-android:2148,0.0872,40,0
thunderbird-android,2199,thunderbird-android:2146,0.0894,41,0
thunderbird-android,2199,thunderbird-android:1671,0.0904,42,0
